Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
06/05/2023 0:00,SOS500M24P,119,184,568,3507,4617.0,2661.0,4250.0
07/05/2023 0:00,SOS005L04P,153,226,957,12058,9008.5,7761.5,12541.0
07/05/2023 0:00,SOS001L12P,142,213,861,12464,13114.5,15427.0,13035.0
07/05/2023 0:00,SOS500M24P,119,184,568,3017,4546.0,3497.0,6710.0
07/05/2023 0:00,AT5X5K,43,121,168,1600,821.0,545.0,4040.0
07/05/2023 0:00,ATN02K12P,31,93,125,1200,1519.083,885.0,3030.0
07/05/2023 0:00,ATN01K24P,75,219,716,4000,3944.999,6075.0,10567.0
07/05/2023 0:00,MAR01K24P,51,148,309,1000,602.0,990.0,1756.0
07/05/2023 0:00,SE500G24P,50,154,204,1000,1046.834,860.0,1815.0
08/05/2023 0:00,SOS001L12P,142,213,861,10731,9758.667029,9073.667,11988.0
08/05/2023 0:00,AT5X5K,43,121,168,2500,1927.0,1601.0,3157.0
08/05/2023 0:00,ATN02K12P,31,93,125,1000,1003.0,1550.0,1571.0
08/05/2023 0:00,ATN01K24P,75,219,716,6000,5658.0,3995.0,8695.0
09/05/2023 0:00,POV001L24P,92,153,222,1000,3063.0,3376.0,1223.0
09/05/2023 0:00,POV500M24P,74,122,152,71,1640.0,1877.0,674.0
09/05/2023 0:00,POP002L09P,53,88,84,13,165.0,560.0,72.0
09/05/2023 0:00,ATN01K24P,75,219,716,7000,5534.917,4977.0,7752.0
09/05/2023 0:00,MAR02K12P,8,22,42,100,110.0,200.0,305.0
10/05/2023 0:00,POV005L04P,38,66,64,294,715.0,765.0,350.0
10/05/2023 0:00,POV001L24P,92,153,222,400,2717.0,3018.0,1103.0
10/05/2023 0:00,MAR02K12P,8,22,42,200,318.995,0.0,601.0
11/05/2023 0:00,SOS500M24P,119,184,568,2005,3766.0,3736.0,2777.0
11/05/2023 0:00,MAR01K24P,51,148,309,700,905.0,1292.0,800.0
11/05/2023 0:00,SE200G24P,17,37,29,8,81.0,90.0,55.0
14/05/2023 0:00,SOS005L04P,153,226,957,5001,4825.5,4694.0,10448.0
14/05/2023 0:00,SOS003L04P,91,146,375,1201,669.0,715.0,1623.0
14/05/2023 0:00,SOS002L09P,126,195,896,21,3672.0,7309.0,5805.778019
14/05/2023 0:00,POV500M24P,74,122,152,1000,750.0,1485.0,1707.0
14/05/2023 0:00,AT5X5K,43,121,168,1000,818.0,662.0,1803.0
14/05/2023 0:00,ATN02K12P,31,93,125,500,939.167,497.0,916.25
14/05/2023 0:00,SE500G24P,50,154,204,500,547.0,575.0,828.0
15/05/2023 0:00,SOS500M24P,119,184,568,1000,2837.458967,2604.0,2135.0
16/05/2023 0:00,POV001L24P,92,153,222,1000,2649.0,2803.0,1621.0
16/05/2023 0:00,POV500M24P,74,122,152,26,1576.0,1595.0,769.0
16/05/2023 0:00,AT5X5K,43,121,168,1000,875.0,860.0,1186.0
16/05/2023 0:00,ATN02K12P,31,93,125,500,862.0,460.0,616.0
16/05/2023 0:00,MAR01K24P,51,148,309,500,496.0,510.0,733.0
16/05/2023 0:00,SE500G24P,50,154,204,500,779.084,510.0,587.0
17/05/2023 0:00,AT5X5K,43,121,168,500,1505.0,1680.0,887.2
17/05/2023 0:00,ATN01K24P,75,219,716,3000,3475.75,4501.0,4226.708
17/05/2023 0:00,MAR01K24P,51,148,309,300,526.0,679.0,509.917
17/05/2023 0:00,MASR025K,14,28,24,100,16.0,50.0,240.0
18/05/2023 0:00,SOS500M24P,119,184,568,1520,1459.0,1710.0,2014.0
18/05/2023 0:00,POV002L09P,61,103,153,718,520.0,510.0,741.0
18/05/2023 0:00,POP500M24P,83,142,114,306,339.0,70.0,310.0
18/05/2023 0:00,AT5X5K,43,121,168,500,777.2,610.0,1107.0
18/05/2023 0:00,ATN02K12P,31,93,125,1000,679.167,370.0,1093.0
18/05/2023 0:00,ATN01K24P,75,219,716,3000,3409.167,4670.0,4984.0
18/05/2023 0:00,MAR01K24P,51,148,309,800,425.292,1015.0,1072.0
18/05/2023 0:00,SE200G24P,17,37,29,10,25.0,40.0,41.0
21/05/2023 0:00,POV001L24P,92,153,222,1514,1268.0,1910.0,2228.0
21/05/2023 0:00,AT5X5K,43,121,168,300,183.0,105.0,673.0
21/05/2023 0:00,ATN02K12P,31,93,125,200,500.0,750.0,727.0
21/05/2023 0:00,ATN01K24P,75,219,716,2500,968.541,1350.0,3416.0
21/05/2023 0:00,MAR01K24P,51,148,309,500,273.625,145.0,673.0
21/05/2023 0:00,SE500G24P,50,154,204,500,367.25,160.0,928.0
22/05/2023 0:00,AT5X5K,43,121,168,200,505.0,400.0,826.0
22/05/2023 0:00,ATN02K12P,31,93,125,100,636.0,60.0,1641.0
22/05/2023 0:00,ATN01K24P,75,219,716,2000,2352.0,902.0,4082.167
22/05/2023 0:00,MAR01K24P,51,148,309,200,388.0,570.0,857.167
22/05/2023 0:00,SE500G24P,50,154,204,200,507.916,75.0,686.0
23/05/2023 0:00,ATN02K12P,31,93,125,500,1325.0,535.0,679.0
23/05/2023 0:00,MAR01K24P,51,148,309,300,842.167,1440.0,443.0
23/05/2023 0:00,SE500G24P,50,154,204,300,517.0,1035.0,334.0
25/05/2023 0:00,SOS001L12P,142,213,861,4000,3341.0,2408.0,4290.0
25/05/2023 0:00,POP002L09P,53,88,84,12,260.0,59.0,195.0
25/05/2023 0:00,AT5X5K,43,121,168,300,235.0,400.0,1005.0
25/05/2023 0:00,ATN01K24P,75,219,716,1000,2186.0,2442.0,1377.0
27/05/2023 0:00,POV500M24P,74,122,152,136,377.0,1300.0,156.0
27/05/2023 0:00,ATN02K12P,31,93,125,500,597.0,345.0,1200.0
28/05/2023 0:00,SOS005L04P,153,226,957,3243,2085.0,945.0,4496.0
28/05/2023 0:00,SOS002L09P,126,195,896,1501,1381.0,310.0,3596.0
28/05/2023 0:00,SOS001L12P,142,213,861,4000,1982.0,730.0,5528.0
28/05/2023 0:00,SOS500M24P,119,184,568,2005,987.0,600.0,3656.0
28/05/2023 0:00,POV002L09P,61,103,153,402,303.0,250.0,931.0
28/05/2023 0:00,POV001L24P,92,153,222,507,962.0,380.0,2558.0
28/05/2023 0:00,POV500M24P,74,122,152,430,621.0,435.0,1578.0
28/05/2023 0:00,POP002L09P,53,88,84,101,45.0,150.0,118.0
28/05/2023 0:00,AT5X5K,43,121,168,700,230.0,0.0,754.0
28/05/2023 0:00,ATN01K24P,75,219,716,2000,1248.0,95.0,3526.0
28/05/2023 0:00,MAR01K24P,51,148,309,500,206.0,5.0,791.0
28/05/2023 0:00,SE500G24P,50,154,204,400,363.0,80.0,857.0
29/05/2023 0:00,SOS002L09P,126,195,896,2016,3473.0,1373.0,3388.880012
29/05/2023 0:00,SOS001L12P,142,213,861,5005,5190.75,4642.0,5958.0
29/05/2023 0:00,SOS500M24P,119,184,568,2011,3743.0,2915.0,2645.0
29/05/2023 0:00,POV001L24P,92,153,222,501,2187.0,2405.0,1091.0
29/05/2023 0:00,POV500M24P,74,122,152,710,1790.0,1664.0,1311.0
29/05/2023 0:00,POP500M24P,83,142,114,305,251.0,810.0,474.0
29/05/2023 0:00,ATN01K24P,75,219,716,2500,2326.25,2225.0,2689.0
29/05/2023 0:00,MAR01K24P,51,148,309,300,503.0,265.0,765.0
29/05/2023 0:00,SE500G24P,50,154,204,300,781.0,560.0,760.0
30/05/2023 0:00,SOS002L09P,126,195,896,1023,2388.880012,892.0,2144.0
30/05/2023 0:00,SOS001L12P,142,213,861,3007,4642.0,3745.0,3845.0
30/05/2023 0:00,POV002L09P,61,103,153,310,375.0,220.0,319.0
30/05/2023 0:00,POP002L09P,53,88,84,101,212.0,145.0,210.0
30/05/2023 0:00,POP500M24P,83,142,114,205,403.0,400.0,391.0
30/05/2023 0:00,MAR02K12P,8,22,42,3,179.166,200.0,16.0
30/05/2023 0:00,SE500G24P,50,154,204,300,654.0,680.0,565.0
31/05/2023 0:00,SOS500M24P,119,184,568,1005,2164.0,2050.0,1908.0
31/05/2023 0:00,ATN02K12P,31,93,125,200,566.0,310.0,291.117
01/06/2023 0:00,SOS005L04P,153,226,957,3005,1758.0,1115.0,4591.0
01/06/2023 0:00,SOS001L12P,142,213,861,3000,3855.0,4280.0,5816.0
01/06/2023 0:00,SOS500M24P,119,184,568,2000,1634.0,830.0,2405.0
01/06/2023 0:00,AT5X5K,43,121,168,58,120.0,170.0,240.0
01/06/2023 0:00,ATN01K24P,75,219,716,533,427.0,630.0,1621.0
01/06/2023 0:00,SE500G24P,50,154,204,5,154.0,50.0,403.0
04/06/2023 0:00,SOS005L04P,153,226,957,1509,2435.0,2624.0,11321.0
04/06/2023 0:00,SOS001L12P,142,213,861,3007,1451.0,2557.0,12411.0
04/06/2023 0:00,SOS500M24P,119,184,568,1500,802.0,505.0,4843.0
04/06/2023 0:00,SOP001L12P,16,31,27,200,75.0,70.0,380.0
04/06/2023 0:00,POV005L04P,38,66,64,306,40.0,100.0,443.0
04/06/2023 0:00,POV001L24P,92,153,222,701,312.0,890.0,2163.0
04/06/2023 0:00,POV500M24P,74,122,152,506,195.0,820.0,1392.0
04/06/2023 0:00,POP002L09P,53,88,84,4,19.0,4.0,335.0
04/06/2023 0:00,AT5X5K,43,121,168,500,180.0,103.0,516.0
04/06/2023 0:00,ATN02K12P,31,93,125,500,84.0,380.0,1163.0
04/06/2023 0:00,ATN01K24P,75,219,716,1000,955.0,1325.0,2831.0
04/06/2023 0:00,MAR01K24P,51,148,309,505,547.0,575.0,989.0
04/06/2023 0:00,MASR025K,14,28,24,100,120.0,270.0,180.0
04/06/2023 0:00,SE500G24P,50,154,204,305,174.0,340.0,1395.0
05/06/2023 0:00,SOS005L04P,153,226,957,2001,7499.0,4895.0,10028.0
05/06/2023 0:00,SOS001L12P,142,213,861,3000,8744.0,3657.0,9837.0
05/06/2023 0:00,SOS500M24P,119,184,568,1898,3044.0,1170.0,4236.0
05/06/2023 0:00,POV005L04P,38,66,64,103,367.0,200.0,192.0
05/06/2023 0:00,POV002L09P,61,103,153,4,268.0,28.0,623.0
05/06/2023 0:00,POV001L24P,92,153,222,300,1446.0,765.0,1779.0
05/06/2023 0:00,ATN02K12P,31,93,125,500,233.0,340.0,941.0
05/06/2023 0:00,ATN01K24P,75,219,716,1500,1914.333,1045.0,2343.333
05/06/2023 0:00,MAR02K12P,8,22,42,100,113.0,250.0,157.0
05/06/2023 0:00,MAR01K24P,51,148,309,505,623.0,373.0,708.0
05/06/2023 0:00,SE500G24P,50,154,204,400,445.833,340.0,1031.0
06/06/2023 0:00,SOS005L04P,153,226,957,5000,6876.0,3844.0,8442.0
06/06/2023 0:00,SOS001L12P,142,213,861,5504,7736.0,3919.0,6313.0
06/06/2023 0:00,SOS500M24P,119,184,568,1500,1727.0,2282.0,2895.0
06/06/2023 0:00,POV001L24P,92,153,222,702,1634.0,974.0,911.0
06/06/2023 0:00,POV500M24P,74,122,152,700,987.0,689.0,1026.0
06/06/2023 0:00,POP500M24P,83,142,114,200,172.0,460.0,322.0
06/06/2023 0:00,ATN02K12P,31,93,125,1000,748.0,88.0,1088.0
06/06/2023 0:00,ATN01K24P,75,219,716,1000,1793.0,1505.0,2041.0
06/06/2023 0:00,MAR01K24P,51,148,309,200,464.0,720.0,208.0
06/06/2023 0:00,MASR025K,14,28,24,135,10.0,155.0,445.0
07/06/2023 0:00,SOS005L04P,153,226,957,3006,6627.5,0.0,5303.0
07/06/2023 0:00,SOS500M24P,119,184,568,1201,2767.0,0.0,2077.0
07/06/2023 0:00,POV001L24P,92,153,222,451,1130.0,0.0,777.0
07/06/2023 0:00,POV500M24P,74,122,152,401,720.0,0.0,759.0
07/06/2023 0:00,ATN02K12P,31,93,125,500,980.0,0.0,753.0
07/06/2023 0:00,ATN01K24P,75,219,716,1000,2331.087,0.0,2211.0
07/06/2023 0:00,SE500G24P,50,154,204,500,581.08,0.0,562.0
08/06/2023 0:00,SOS500M24P,119,184,568,2001,2246.0,0.0,2397.0
08/06/2023 0:00,POV001L24P,92,153,222,1101,597.0,0.0,1186.0
08/06/2023 0:00,ATN01K24P,75,219,716,1000,2446.0,0.0,3127.5
08/06/2023 0:00,SE500G24P,50,154,204,700,774.0,0.0,749.0
10/06/2023 0:00,SOS005L04P,153,226,957,3056,4803.0,1898.0,3654.0
10/06/2023 0:00,MASR025K,14,28,24,108,64.0,0.0,220.0
11/06/2023 0:00,POV001L24P,92,153,222,504,896.0,799.0,2090.0
11/06/2023 0:00,POV500M24P,74,122,152,1450,843.0,424.0,1538.0
11/06/2023 0:00,POP500M24P,83,142,114,103,340.0,223.0,526.0
11/06/2023 0:00,ATN02K12P,31,93,125,300,464.7,780.0,531.0
11/06/2023 0:00,ATN01K24P,75,219,716,2000,1584.295,1900.0,3391.625
11/06/2023 0:00,MAR01K24P,51,148,309,300,572.42,640.0,1093.0
11/06/2023 0:00,MASR025K,14,28,24,100,180.0,0.0,100.0
11/06/2023 0:00,SE500G24P,50,154,204,500,387.0,570.0,728.0
12/06/2023 0:00,SOS002L09P,126,195,896,2007,5184.0,2434.0,7745.0
12/06/2023 0:00,SOS500M24P,119,184,568,200,1386.539946,796.0,5576.0
12/06/2023 0:00,POV001L24P,92,153,222,1502,1276.0,857.0,2521.0
12/06/2023 0:00,ATN02K12P,31,93,125,500,785.0,490.0,979.0
12/06/2023 0:00,MAR01K24P,51,148,309,700,811.0,600.0,781.0
12/06/2023 0:00,SE200G24P,17,37,29,1,70.0,45.0,15.0
13/06/2023 0:00,SOS002L09P,126,195,896,3501,5716.0,3056.0,6025.0
13/06/2023 0:00,POV001L24P,92,153,222,1512,1708.0,1830.0,1743.0
13/06/2023 0:00,POPF01L12P,23,36,36,100,80.0,0.0,219.0
13/06/2023 0:00,ATN02K12P,31,93,125,300,288.0,580.0,534.0833333
13/06/2023 0:00,ATN01K24P,75,219,716,1500,2972.75,2368.0,1570.125
13/06/2023 0:00,MAR01K24P,51,148,309,500,850.0,930.0,584.0
13/06/2023 0:00,MASR025K,14,28,24,305,51.0,300.0,360.0
13/06/2023 0:00,MAHS025K,6,19,10,10,0.0,10.0,20.0
13/06/2023 0:00,SE500G24P,50,154,204,500,320.167,910.0,618.0
14/06/2023 0:00,SOS002L09P,126,195,896,4099,3613.776993,2196.0,4165.332971
14/06/2023 0:00,MASR025K,14,28,24,6,115.0,0.0,75.0
15/06/2023 0:00,SOS002L09P,126,195,896,4097,3177.0,4066.0,6941.0
15/06/2023 0:00,POP005L04P,37,64,42,200,112.0,150.0,333.0
15/06/2023 0:00,POP500M24P,83,142,114,501,377.0,170.0,1164.0
15/06/2023 0:00,ATN02K12P,31,93,125,1000,423.083,705.0,2943.25
15/06/2023 0:00,ATN01K24P,75,219,716,2000,1321.667,1500.0,6929.125
15/06/2023 0:00,MAR02K12P,8,22,42,200,85.917,300.0,688.0
15/06/2023 0:00,MAR01K24P,51,148,309,700,590.667,840.0,1453.0
15/06/2023 0:00,MAHS025K,6,19,10,38,10.0,0.0,45.0
15/06/2023 0:00,SE500G24P,50,154,204,700,373.333,450.0,1066.0
17/06/2023 0:00,ATN02K12P,31,93,125,500,797.0,585.0,910.0
18/06/2023 0:00,SOS005L04P,153,226,957,10009,4829.0,4818.0,11706.0
18/06/2023 0:00,SOS002L09P,126,195,896,2074,2374.0,5020.0,8282.0
18/06/2023 0:00,SOS001L12P,142,213,861,11503,5827.0,6647.0,14103.0
18/06/2023 0:00,POV002L09P,61,103,153,1002,144.0,0.0,1563.0
18/06/2023 0:00,POV001L24P,92,153,222,2507,855.0,1893.0,4125.0
18/06/2023 0:00,POV500M24P,74,122,152,1004,923.0,1970.0,2367.0
18/06/2023 0:00,POP001L12P,99,160,193,204,550.0,940.0,2090.0
18/06/2023 0:00,POP500M24P,83,142,114,1000,148.0,763.0,1015.0
18/06/2023 0:00,AT5X5K,43,121,168,200,220.0,134.0,823.0
18/06/2023 0:00,ATN02K12P,31,93,125,500,421.0,775.0,1078.0
18/06/2023 0:00,ATN01K24P,75,219,716,2000,1940.625,2470.0,6688.833333
18/06/2023 0:00,MAR01K24P,51,148,309,300,597.0,660.0,2003.0
18/06/2023 0:00,SE500G24P,50,154,204,200,400.833,790.0,1477.0
19/06/2023 0:00,SOS005L04P,153,226,957,7928,6564.0,5077.0,10878.5
19/06/2023 0:00,SOS002L09P,126,195,896,2543,4739.444988,3035.0,6655.0
19/06/2023 0:00,POV002L09P,61,103,153,511,510.0,780.0,1100.0
19/06/2023 0:00,POV001L24P,92,153,222,2000,2134.0,2300.0,3128.0
19/06/2023 0:00,POP001L12P,99,160,193,500,1620.0,1310.0,1048.0
19/06/2023 0:00,AT5X5K,43,121,168,480,721.8,390.0,1062.0
19/06/2023 0:00,ATN01K24P,75,219,716,3500,4533.083333,2261.0,6026.046667
19/06/2023 0:00,MAR01K24P,51,148,309,1000,1579.0,1022.0,1646.33
19/06/2023 0:00,SE500G24P,50,154,204,700,820.0,500.0,1029.0
20/06/2023 0:00,SOS005L04P,153,226,957,6439,8589.0,8151.0,9150.0
20/06/2023 0:00,SOS002L09P,126,195,896,2447,2279.0,1015.0,6443.0
20/06/2023 0:00,SOS001L12P,142,213,861,4784,7336.416033,12147.0,8946.0
20/06/2023 0:00,SOS500M24P,119,184,568,1700,3730.875,4066.875,3559.0
20/06/2023 0:00,AT5X5K,43,121,168,700,766.0,590.0,700.0
20/06/2023 0:00,ATN01K24P,75,219,716,3500,5261.75,3661.0,4839.291667
20/06/2023 0:00,MAR01K24P,51,148,309,1200,1473.0,613.0,1583.0
20/06/2023 0:00,MASR025K,14,28,24,150,228.0,15.0,207.0
21/06/2023 0:00,SOS002L09P,126,195,896,3000,2462.0,1892.0,4123.0
21/06/2023 0:00,SOS500M24P,119,184,568,2378,3035.0,5144.0,2588.0
21/06/2023 0:00,POV500M24P,74,122,152,1500,1639.0,1549.0,1575.0
21/06/2023 0:00,POP500M24P,83,142,114,501,579.0,535.0,705.0
21/06/2023 0:00,AT5X5K,43,121,168,700,758.0,852.0,725.0
21/06/2023 0:00,SE200G24P,17,37,29,1,28.0,17.0,62.0
22/06/2023 0:00,SOS005L04P,153,226,957,15000,8282.0,9295.0,16638.0
22/06/2023 0:00,SOS002L09P,126,195,896,3028,3136.0,2945.0,6102.0
22/06/2023 0:00,SOS001L12P,142,213,861,10000,10146.08397,14344.0,13760.0
22/06/2023 0:00,SOS500M24P,119,184,568,2500,4240.0,4913.0,6260.0
22/06/2023 0:00,POV002L09P,61,103,153,506,777.0,589.0,1224.0
22/06/2023 0:00,POV500M24P,74,122,152,2200,1703.0,1506.0,3616.0
22/06/2023 0:00,POP001L12P,99,160,193,506,1070.0,1000.0,1389.0
22/06/2023 0:00,POP500M24P,83,142,114,301,731.0,717.0,909.0
22/06/2023 0:00,AT5X5K,43,121,168,500,732.0,1140.0,998.0
22/06/2023 0:00,ATN02K12P,31,93,125,500,601.0,390.0,929.25
22/06/2023 0:00,ATN01K24P,75,219,716,4500,3370.133333,5150.0,5640.546667
22/06/2023 0:00,MAR01K24P,51,148,309,2000,375.0,1490.0,2059.38
22/06/2023 0:00,MAHS025K,6,19,10,50,59.0,20.0,61.0
22/06/2023 0:00,SE500G24P,50,154,204,800,931.0,1035.0,1656.0
25/06/2023 0:00,SOS005L04P,153,226,957,8503,7865.0,12097.0,15577.0
25/06/2023 0:00,POV001L24P,92,153,222,2501,2709.0,3100.0,4276.0
25/06/2023 0:00,POV500M24P,74,122,152,2011,1322.0,1905.0,2365.0
25/06/2023 0:00,POP001L12P,99,160,193,500,564.1660256,630.0,1077.0
25/06/2023 0:00,AT5X5K,43,121,168,700,254.0,380.0,716.0
25/06/2023 0:00,ATN01K24P,75,219,716,3000,2027.958667,2900.0,6455.291667
25/06/2023 0:00,MAR01K24P,51,148,309,300,1467.167,1425.0,2394.0
25/06/2023 0:00,SE500G24P,50,154,204,300,505.0,675.0,1361.0
26/06/2023 0:00,POP001L12P,99,160,193,400,785.0,880.0,780.0
27/06/2023 0:00,ATN01K24P,75,219,716,1000,2248.0,0.0,1308.15
02/07/2023 0:00,SOS008L02P,52,92,78,100,302.0,0.0,370.0
03/07/2023 0:00,POV005L04P,38,66,64,1,107.0,229.0,335.0
03/07/2023 0:00,AT5X5K,43,121,168,400,282.0,160.0,1531.0
03/07/2023 0:00,ATN01K24P,75,219,716,3000,2123.875,1100.0,4813.875
03/07/2023 0:00,MAR01K24P,51,148,309,1000,576.0,175.0,1521.0
04/07/2023 0:00,POV001L24P,92,153,222,1200,1405.0,1150.0,2528.0
04/07/2023 0:00,POV500M24P,74,122,152,400,1036.0,900.0,1267.0
04/07/2023 0:00,POP002L09P,53,88,84,252,305.0,297.0,405.0
04/07/2023 0:00,POP500M24P,83,142,114,300,735.0,328.0,614.0
04/07/2023 0:00,AT5X5K,43,121,168,800,1429.0,1500.0,928.0
04/07/2023 0:00,ATN02K12P,31,93,125,600,637.0,100.0,604.0
04/07/2023 0:00,ATN01K24P,75,219,716,3500,3690.125,3468.0,4835.375
04/07/2023 0:00,MASR025K,14,28,24,29,12.0,0.0,65.0
04/07/2023 0:00,SE500G24P,50,154,204,500,369.0,980.0,951.0
05/07/2023 0:00,SOS005L04P,153,226,957,2502,4902.0,3211.0,5700.5
05/07/2023 0:00,SOS002L09P,126,195,896,3000,6237.998973,3721.0,5541.109964
05/07/2023 0:00,SOP001L12P,16,31,27,220,50.0,50.0,346.5
05/07/2023 0:00,POV005L04P,38,66,64,150,450.0,345.0,237.0
05/07/2023 0:00,POV002L09P,61,103,153,500,1147.110012,475.0,1055.0
05/07/2023 0:00,POV001L24P,92,153,222,1510,2330.0,1100.0,2055.0
05/07/2023 0:00,POV500M24P,74,122,152,601,1248.0,477.0,1033.0
05/07/2023 0:00,POP002L09P,53,88,84,200,473.0,195.0,527.0
05/07/2023 0:00,POP500M24P,83,142,114,100,380.0,270.0,592.0
05/07/2023 0:00,POPF01L12P,23,36,36,102,14.0,0.0,120.0
05/07/2023 0:00,ATN01K24P,75,219,716,4000,4712.041667,5885.0,4577.458
06/07/2023 0:00,SOS005L04P,153,226,957,6500,6943.5,5887.0,9994.0
06/07/2023 0:00,SOS002L09P,126,195,896,3000,6046.332971,5630.0,8372.0
06/07/2023 0:00,SOS001L12P,142,213,861,4000,6340.25,3787.0,8687.0
06/07/2023 0:00,SOS500M24P,119,184,568,1200,2296.0,1177.0,3326.0
06/07/2023 0:00,POV005L04P,38,66,64,200,155.0,90.0,855.0
06/07/2023 0:00,POV002L09P,61,103,153,801,535.0,412.0,1764.0
06/07/2023 0:00,POV001L24P,92,153,222,1201,1667.0,1275.0,3341.0
06/07/2023 0:00,POV500M24P,74,122,152,10,676.0,347.0,2615.0
06/07/2023 0:00,POP001L12P,99,160,193,54,630.0,795.0,673.0
06/07/2023 0:00,POP002L09P,53,88,84,201,332.0,165.0,225.0
06/07/2023 0:00,POPF01L12P,23,36,36,105,126.0,150.0,120.0
06/07/2023 0:00,ATN01K24P,75,219,716,4500,3907.874667,3851.0,6287.0
06/07/2023 0:00,SE500G24P,50,154,204,1000,879.333,365.0,1223.0
08/07/2023 0:00,MASR025K,14,28,24,100,26.0,25.0,238.0
09/07/2023 0:00,SOS005L04P,153,226,957,4503,5302.0,5588.0,10717.25
09/07/2023 0:00,SOS002L09P,126,195,896,3004,4171.0,4369.0,8778.0
09/07/2023 0:00,SOS001L12P,142,213,861,3523,4010.0,4558.0,14251.65996
09/07/2023 0:00,SOS500M24P,119,184,568,1506,2024.082971,1605.0,4971.0
09/07/2023 0:00,POV002L09P,61,103,153,806,250.0,470.0,1215.0
09/07/2023 0:00,POV001L24P,92,153,222,2004,2273.0,4803.0,4290.0
09/07/2023 0:00,POV500M24P,74,122,152,1500,1820.0,3520.0,2213.0
09/07/2023 0:00,POP002L09P,53,88,84,201,177.0,240.0,511.0
09/07/2023 0:00,POP500M24P,83,142,114,502,507.0,1215.0,735.0
09/07/2023 0:00,ATN01K24P,75,219,716,5000,3544.295,7800.0,8819.417
09/07/2023 0:00,MAR01K24P,51,148,309,830,1160.08,2013.0,1607.417
09/07/2023 0:00,SE500G24P,50,154,204,500,914.0,1390.0,1675.0
10/07/2023 0:00,SOS002L09P,126,195,896,3001,4629.221014,2751.0,5537.0
10/07/2023 0:00,SOP001L12P,16,31,27,100,39.67001812,0.0,159.0
10/07/2023 0:00,POV002L09P,61,103,153,801,530.0,680.0,952.0
10/07/2023 0:00,POV001L24P,92,153,222,2005,3316.0,3570.0,2360.0
10/07/2023 0:00,POP002L09P,53,88,84,200,20.0,40.0,310.0
10/07/2023 0:00,AT5X5K,43,121,168,1000,1415.4,1258.0,1189.0
10/07/2023 0:00,MASR025K,14,28,24,100,40.0,175.0,315.0
11/07/2023 0:00,SOS002L09P,126,195,896,3008,4835.223007,4603.0,4001.0
11/07/2023 0:00,SOP001L12P,16,31,27,106,4.0,0.0,338.0
11/07/2023 0:00,POP002L09P,53,88,84,201,131.0,272.0,266.0
11/07/2023 0:00,POP500M24P,83,142,114,203,597.0,552.0,511.0
12/07/2023 0:00,SOS005L04P,153,226,957,7502,6053.0,3715.0,9233.0
12/07/2023 0:00,SOS002L09P,126,195,896,3010,3549.0,2603.0,5060.0
12/07/2023 0:00,SE500G24P,50,154,204,600,635.0,880.0,705.0
13/07/2023 0:00,POV002L09P,61,103,153,803,200.0,170.0,850.0
13/07/2023 0:00,POV500M24P,74,122,152,801,658.0,200.0,1206.0
13/07/2023 0:00,POP001L12P,99,160,193,709,1878.0,1608.0,735.0
13/07/2023 0:00,POP002L09P,53,88,84,201,109.0,84.0,235.0
13/07/2023 0:00,POP500M24P,83,142,114,202,306.0,80.0,363.0
13/07/2023 0:00,AT5X5K,43,121,168,800,512.0,310.0,1044.0
13/07/2023 0:00,ATN02K12P,31,93,125,500,1069.833333,1450.0,822.0
13/07/2023 0:00,MAR01K24P,51,148,309,300,646.75,588.0,872.0
13/07/2023 0:00,MASR025K,14,28,24,100,12.0,80.0,252.0
13/07/2023 0:00,SE500G24P,50,154,204,500,702.0,727.0,1367.0
13/07/2023 0:00,SE200G24P,17,37,29,1,95.0,87.0,82.0
15/07/2023 0:00,SOS005L04P,153,226,957,3061,5254.0,4380.0,3661.0
15/07/2023 0:00,MAR02K12P,8,22,42,101,155.0,120.0,127.583
16/07/2023 0:00,SOS005L04P,153,226,957,3004,4511.0,5150.0,8727.0
16/07/2023 0:00,SOS003L04P,91,146,375,1012,407.0,445.0,1613.0
16/07/2023 0:00,SOS002L09P,126,195,896,3005,3753.444022,4020.0,6870.0
16/07/2023 0:00,SOS001L12P,142,213,861,3003,3523.083967,3515.0,8652.0
16/07/2023 0:00,POV001L24P,92,153,222,1526,1071.0,2012.0,2636.0
16/07/2023 0:00,AT5X5K,43,121,168,350,462.4,120.0,852.0
16/07/2023 0:00,ATN02K12P,31,93,125,700,525.25,377.0,1165.083333
16/07/2023 0:00,ATN01K24P,75,219,716,1500,2817.083667,2270.0,7324.0
16/07/2023 0:00,MAR01K24P,51,148,309,200,409.417,62.0,1110.0
16/07/2023 0:00,MASR025K,14,28,24,19,193.0,0.0,145.0
16/07/2023 0:00,MAHS025K,6,19,10,2,57.0,0.0,35.0
16/07/2023 0:00,SE500G24P,50,154,204,500,455.083,92.0,1043.0
17/07/2023 0:00,POP500M24P,83,142,114,302,336.0,310.0,360.0
17/07/2023 0:00,ATN01K24P,75,219,716,4500,4618.5,3286.0,4766.92
17/07/2023 0:00,SE500G24P,50,154,204,700,364.0,815.0,1198.17
18/07/2023 0:00,SOS005L04P,153,226,957,3000,6063.0,5212.0,4367.75
18/07/2023 0:00,SOS001L12P,142,213,861,3004,5000.0,4330.0,5216.0
